Property name,Property price,Property type,Property area,Property locality/Type (if locality not provided),Property link,Property City
Habulus Sunshine,"₹ 26.01 L
₹ 3,400/sq.ft.","2 BHK
1 Bath","765 sq.ft.
(71 sq.m.) Super built-up Area",2 BHK Flat in Hebbagodi,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-765-sq-ft-spid-I70950574,Bangalore
Habulus Sunshine,"₹ 27.5 L
₹ 3,395/sq.ft.","2 BHK
1 Bath","810 sq.ft.
(75 sq.m.) Super built-up Area",2 BHK Flat in Hebbagodi,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-810-sq-ft-spid-X70950634,Bangalore
Habulus Sunshine,"₹ 46 L
₹ 3,297/sq.ft.","3 BHK
2 Baths","1,395 sq.ft.
(130 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1395-sq-ft-spid-F70950600,Bangalore
Habulus Classic,"₹ 47 L
₹ 3,369/sq.ft.","3 BHK
2 Baths","1,395 sq.ft.
(130 sq.m.) Super built-up Area",3 BHK Flat in Kammasandra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-1395-sq-ft-r1-spid-F68892778,Bangalore
Habulus Classic,"₹ 19.5 L
₹ 3,299/sq.ft.","1 BHK
1 Bath","591 sq.ft.
(55 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-591-sq-ft-r1-spid-V68893214,Bangalore
,"₹ 2.85 Cr
₹ 4,750/sq.ft.",,"6,000 sq.ft.
(557 sq.m.) Plot Area",Residential land / Plot in Gunjur Village,https://www.99acres.com/residential-land-plot-for-sale-in-gunjur-village-bangalore-east-667-sq-yard-spid-L70524296,Bangalore
,"₹ 3.8 Cr
₹ 4,750/sq.ft.",,"8,000 sq.ft.
(743 sq.m.) Plot Area",Residential land / Plot in Gunjur Village,https://www.99acres.com/residential-land-plot-for-sale-in-gunjur-village-bangalore-east-889-sq-yard-spid-T70524216,Bangalore
,"₹ 2.25 Cr
₹ 4,500/sq.ft.",,"5,000 sq.ft.
(465 sq.m.) Plot Area",Residential land / Plot in Gunjur Village,https://www.99acres.com/residential-land-plot-for-sale-in-gunjur-village-bangalore-east-556-sq-yard-spid-D70400014,Bangalore
,"₹ 82.5 L
₹ 5,500/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Yelahanka,https://www.99acres.com/residential-land-plot-for-sale-in-yelahanka-bangalore-north-167-sq-yard-spid-T70397908,Bangalore
,"₹ 1.1 Cr
₹ 5,500/sq.ft.",,"2,000 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in Yelahanka,https://www.99acres.com/residential-land-plot-for-sale-in-yelahanka-bangalore-north-222-sq-yard-spid-D70397784,Bangalore
,"₹ 1.5 Cr
₹ 12,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in MCECHS layout,https://www.99acres.com/residential-land-plot-for-sale-in-mcechs-layout-bangalore-north-133-sq-yard-spid-C70392468,Bangalore
,"₹ 1.22 Cr
₹ 11,250/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in jakkur arkavathi,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-north-133-sq-yard-spid-V69912344,Bangalore
Residential site,"₹ 9 Cr
₹ 25,714/sq.ft.",,"3,500 sq.ft.
(325 sq.m.) Plot Area",Residential land / Plot in 6th block Koramangala,https://www.99acres.com/residential-land-plot-for-sale-in-block-6-koramangala-bangalore-south-389-sq-yard-r1-spid-L68160564,Bangalore
,"₹ 3.3 Cr
₹ 12,500/sq.ft.",,"2,640 sq.ft.
(245 sq.m.) Plot Area",Residential land / Plot in Vidyaranyapura,https://www.99acres.com/residential-land-plot-for-sale-in-vidyaranyapura-bangalore-north-293-sq-yard-r1-spid-V68194252,Bangalore
,"₹ 1.02 Cr
₹ 8,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Vidyaranyapura,https://www.99acres.com/residential-land-plot-for-sale-in-vidyaranyapura-bangalore-north-133-sq-yard-r1-spid-O68186534,Bangalore
,"₹ 2.16 Cr
₹ 16,000/sq.ft.",,"1,350 sq.ft.
(125 sq.m.) Plot Area",Residential land / Plot in Sahakar Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-sahakar-nagar-bangalore-north-150-sq-yard-r1-spid-E68185810,Bangalore
,"₹ 1.02 Cr
₹ 8,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Yelahanka,https://www.99acres.com/residential-land-plot-for-sale-in-yelahanka-bangalore-north-133-sq-yard-r1-spid-Y68203510,Bangalore
,"₹ 2.13 Cr
₹ 8,000/sq.ft.",,"2,660 sq.ft.
(247 sq.m.) Plot Area",Residential land / Plot in Vidyaranyapura,https://www.99acres.com/residential-land-plot-for-sale-in-vidyaranyapura-bangalore-north-296-sq-yard-r1-spid-L68192262,Bangalore
,"₹ 1.86 Cr
₹ 15,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Sahakar Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-sahakar-nagar-bangalore-north-133-sq-yard-r1-spid-V68175174,Bangalore
,"₹ 1.68 Cr
₹ 14,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Rajiv Gandhi Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-rajiv-gandhi-nagar-bangalore-north-133-sq-yard-spid-C68253690,Bangalore
,"₹ 1.5 Cr
₹ 12,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Rajiv Gandhi Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-rajiv-gandhi-nagar-bangalore-north-133-sq-yard-spid-E68253370,Bangalore
,"₹ 8.7 Cr
₹ 20,000/sq.ft.",,"4,350 sq.ft.
(404 sq.m.) Plot Area",Residential land / Plot in 1st Block HRBR Layout,https://www.99acres.com/residential-land-plot-for-sale-in-block-1-hrbr-layout-bangalore-east-483-sq-yard-spid-K71202402,Bangalore
,"₹ 3.6 Cr
₹ 15,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Btm 4th stage near RTO office,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-267-sq-yard-spid-Z71370672,Bangalore
,"₹ 62 L
₹ 2,583/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in J P Lake View,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-267-sq-yard-r1-spid-U69716420,Bangalore
,"₹ 2.06 Cr
₹ 9,000/sq.ft.",,"2,288 sq.ft.
(213 sq.m.) Plot Area","Residential land / Plot in Akshaya nagar , DLF Apartment, near Bannerghatta road",https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-254-sq-yard-spid-A71053334,Bangalore
,"₹ 84 L
₹ 3,500/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area","Residential land / Plot in Nisarga Layout , kopa gate , Jigani",https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-267-sq-yard-spid-Y70866200,Bangalore
,"₹ 4.8 Cr
₹ 20,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Banashankari Stage 2,https://www.99acres.com/residential-land-plot-for-sale-in-banashankari-stage-2-bangalore-south-267-sq-yard-spid-M70845438,Bangalore
"Narayan nagar 1st block, Kanakapura road","₹ 1.56 Cr
₹ 13,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in near kankapura road,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-133-sq-yard-spid-R70845364,Bangalore
,"₹ 3.08 Cr
₹ 22,000/sq.ft.",,"1,400 sq.ft.
(130 sq.m.) Plot Area",Residential land / Plot in BTM 2nd Stage,https://www.99acres.com/residential-land-plot-for-sale-in-btm-2-nd-stage-bangalore-south-156-sq-yard-spid-I70845226,Bangalore
,"₹ 55.5 L
₹ 3,700/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Yadavanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-yadavanahalli-bangalore-south-167-sq-yard-spid-P70823118,Bangalore
,"₹ 13 Cr
₹ 26,000/sq.ft.",,"5,000 sq.ft.
(465 sq.m.) Plot Area",Residential land / Plot in Sarvobhogam Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-sarvobhogam-nagar-bangalore-south-556-sq-yard-spid-P70623754,Bangalore
,"₹ 5.28 Cr
₹ 11,000/sq.ft.",,"4,800 sq.ft.
(446 sq.m.) Plot Area",Residential land / Plot in Manjunatha Layout Btm 4th stage,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-533-sq-yard-spid-S70560708,Bangalore
,"₹ 5.94 Cr
₹ 33,000/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in 2nd Block Jayanagar,https://www.99acres.com/residential-land-plot-for-sale-in-block-2-jayanagar-bangalore-south-200-sq-yard-spid-O70523192,Bangalore
,"₹ 2.48 Cr
₹ 15,500/sq.ft.",,"1,600 sq.ft.
(149 sq.m.) Plot Area",Residential land / Plot in 1st Block BTM 4th Stage,https://www.99acres.com/residential-land-plot-for-sale-in-block-1-btm-4-stage-bangalore-south-178-sq-yard-spid-W70523146,Bangalore
,"₹ 3 Cr
₹ 25,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in 5th Phase JP Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-phase-5-jp-nagar-bangalore-south-133-sq-yard-spid-A70523116,Bangalore
,"₹ 3 Cr
₹ 25,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in 2nd Phase JP Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-phase-2-jp-nagar-bangalore-south-133-sq-yard-spid-G70523102,Bangalore
,"₹ 2.4 Cr
₹ 183/sq.ft.",,"130,680 sq.ft.
(12141 sq.m.) Plot Area",Residential land / Plot in Varlakonda Chikballapur,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-north-14520-sq-yard-spid-T70384956,Bangalore
,"₹ 1 Cr
₹ 6,700/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Byrathi Village,https://www.99acres.com/residential-land-plot-for-sale-in-byrathi-village-bangalore-east-167-sq-yard-spid-C70355000,Bangalore
Sky Line Boulevard,"₹ 52.84 L
₹ 4,400/sq.ft.",,"1,201 sq.ft.
(112 sq.m.) Plot Area",Residential land / Plot in Budigere,https://www.99acres.com/residential-land-plot-for-sale-in-budigere-bangalore-north-133-sq-yard-spid-H71350652,Bangalore
SB Sanctuary,"₹ 56.45 L
₹ 4,700/sq.ft.",,"1,201 sq.ft.
(112 sq.m.) Plot Area",Residential land / Plot in IVC Road,https://www.99acres.com/residential-land-plot-for-sale-in-ivc-road-bangalore-north-133-sq-yard-spid-P71350212,Bangalore
,"₹ 84 L
₹ 7,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Anjanapura 8th Block,https://www.99acres.com/residential-land-plot-for-sale-in-anjanapura-block-8-bangalore-south-133-sq-yard-spid-L71288396,Bangalore
Sandal Misty,"₹ 8.39 L
₹ 699/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Chikkaballapur,https://www.99acres.com/residential-land-plot-for-sale-in-chikkaballapur-bangalore-north-133-sq-yard-spid-S71159332,Bangalore
Sandal Misty,"₹ 8.39 L
₹ 699/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Bagepalli,https://www.99acres.com/residential-land-plot-for-sale-in-bagepalli-bangalore-north-133-sq-yard-spid-D71159238,Bangalore
Sandal Misty,"₹ 8.39 L
₹ 699/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Gauribidanur,https://www.99acres.com/residential-land-plot-for-sale-in-gauribidanur-bangalore-north-133-sq-yard-spid-F71159182,Bangalore
SB EcoSprings,"₹ 94 L
₹ 4,700/sq.ft.",,"2,000 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in Budigere Cross,https://www.99acres.com/residential-land-plot-for-sale-in-sb-ecosprings-budigere-cross-bangalore-east-222-sq-yard-spid-M71156604,Bangalore
sky line boulevard,"₹ 79.98 L
₹ 3,999/sq.ft.",,"2,000 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in Devanahalli Road,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-road-bangalore-north-222-sq-yard-spid-Q71156514,Bangalore
SB Sanctuary,"₹ 88 L
₹ 4,400/sq.ft.",,"2,000 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in IVC Road,https://www.99acres.com/residential-land-plot-for-sale-in-ivc-road-bangalore-north-222-sq-yard-spid-H71156444,Bangalore
Golden Green City,"₹ 37.98 L
₹ 1,899/sq.ft.",,"2,000 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in Chikka Tirupathi,https://www.99acres.com/residential-land-plot-for-sale-in-chikka-tirupathi-bangalore-east-222-sq-yard-spid-F71156346,Bangalore
Sandal Misty,"₹ 27.2 L
₹ 249/sq.ft.",,"10,890 sq.ft.
(1012 sq.m.) Plot Area",Residential land / Plot in Thondebavi,https://www.99acres.com/residential-land-plot-for-sale-in-thondebavi-bangalore-north-1210-sq-yard-spid-X71155014,Bangalore
Sandal Misty,"₹ 27.2 L
₹ 249/sq.ft.",,"10,890 sq.ft.
(1012 sq.m.) Plot Area",Residential land / Plot in Nandi Hills,https://www.99acres.com/residential-land-plot-for-sale-in-nandi-hills-bangalore-north-1210-sq-yard-spid-P71135592,Bangalore
Sandal Misty,"₹ 27.2 L
₹ 249/sq.ft.",,"10,890 sq.ft.
(1012 sq.m.) Plot Area",Residential land / Plot in Chikkaballapur,https://www.99acres.com/residential-land-plot-for-sale-in-chikkaballapur-bangalore-north-1210-sq-yard-spid-N71135538,Bangalore
Sandal Misty,"₹ 27.2 L
₹ 249/sq.ft.",,"10,890 sq.ft.
(1012 sq.m.) Plot Area",Residential land / Plot in Bagepalli,https://www.99acres.com/residential-land-plot-for-sale-in-bagepalli-bangalore-north-1210-sq-yard-spid-B71135498,Bangalore
Sandal Misty,"₹ 15 L
₹ 254/sq.ft.",,"5,888 sq.ft.
(547 sq.m.) Plot Area",Residential land / Plot in Gauribidanur,https://www.99acres.com/residential-land-plot-for-sale-in-gauribidanur-bangalore-north-654-sq-yard-spid-K71135420,Bangalore
Sky Line Boulevard,"₹ 95.98 L
₹ 3,999/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Devanahalli Road,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-road-bangalore-north-267-sq-yard-spid-L71131750,Bangalore
SB EcoSprings,"₹ 1.13 Cr
₹ 4,700/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Budigere Cross,https://www.99acres.com/residential-land-plot-for-sale-in-sb-ecosprings-budigere-cross-bangalore-east-267-sq-yard-spid-X71131650,Bangalore
Sb Sanctuary,"₹ 1.06 Cr
₹ 4,400/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in IVC Road,https://www.99acres.com/residential-land-plot-for-sale-in-ivc-road-bangalore-north-267-sq-yard-spid-K71131566,Bangalore
Golden Green City,"₹ 45.58 L
₹ 1,899/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Chikka Tirupathi,https://www.99acres.com/residential-land-plot-for-sale-in-chikka-tirupathi-bangalore-east-267-sq-yard-spid-N71131462,Bangalore
Sky Line Boulevard,"₹ 59.99 L
₹ 3,999/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Devanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-bangalore-north-167-sq-yard-spid-T71088392,Bangalore
SB Sanctuary,"₹ 66 L
₹ 4,400/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Devanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-bangalore-north-167-sq-yard-spid-W71088308,Bangalore
SB EcoSprings,"₹ 70.5 L
₹ 4,700/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Budigere Cross,https://www.99acres.com/residential-land-plot-for-sale-in-sb-ecosprings-budigere-cross-bangalore-east-167-sq-yard-spid-P71088180,Bangalore
Golden Green City,"₹ 28.49 L
₹ 1,899/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Chikka Tirupathi,https://www.99acres.com/residential-land-plot-for-sale-in-chikka-tirupathi-bangalore-east-167-sq-yard-spid-T71088076,Bangalore
Golden Green City,"₹ 25.64 L
₹ 1,899/sq.ft.",,"1,350 sq.ft.
(125 sq.m.) Plot Area",Residential land / Plot in Chikka Tirupathi,https://www.99acres.com/residential-land-plot-for-sale-in-chikka-tirupathi-bangalore-east-150-sq-yard-spid-C71009516,Bangalore
SB Sanctuary,"₹ 59.4 L
₹ 4,400/sq.ft.",,"1,350 sq.ft.
(125 sq.m.) Plot Area",Residential land / Plot in Devanahalli,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-bangalore-north-150-sq-yard-spid-R71009418,Bangalore
SB EcoSprings,"₹ 63.45 L
₹ 4,700/sq.ft.",,"1,350 sq.ft.
(125 sq.m.) Plot Area",Residential land / Plot in Budigere Cross,https://www.99acres.com/residential-land-plot-for-sale-in-sb-ecosprings-budigere-cross-bangalore-east-150-sq-yard-spid-C71009212,Bangalore
Skyline Boulevard,"₹ 53.99 L
₹ 3,999/sq.ft.",,"1,350 sq.ft.
(125 sq.m.) Plot Area",Residential land / Plot in Devanahalli Road,https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-road-bangalore-north-150-sq-yard-spid-K71009072,Bangalore
SB Sanctuary,"₹ 52.8 L
₹ 4,400/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in IVC Road,https://www.99acres.com/residential-land-plot-for-sale-in-ivc-road-bangalore-north-133-sq-yard-spid-A70989684,Bangalore
SB EcoSprings,"₹ 56.4 L
₹ 4,700/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Budigere Cross,https://www.99acres.com/residential-land-plot-for-sale-in-sb-ecosprings-budigere-cross-bangalore-east-133-sq-yard-spid-N70989290,Bangalore
Golden Green City,"₹ 22.79 L
₹ 1,899/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Chikka Tirupathi,https://www.99acres.com/residential-land-plot-for-sale-in-chikka-tirupathi-bangalore-east-133-sq-yard-spid-S70985438,Bangalore
,"₹ 3.15 Cr
₹ 21,000/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in 2nd Phase JP Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-phase-2-jp-nagar-bangalore-south-167-sq-yard-spid-E70887098,Bangalore
,"₹ 6.72 Cr
₹ 28,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in 4th Block Jayanagar,https://www.99acres.com/residential-land-plot-for-sale-in-block-4-jayanagar-bangalore-south-267-sq-yard-spid-E70867464,Bangalore
,"₹ 6.67 Cr
₹ 26,000/sq.ft.",,"2,565 sq.ft.
(238 sq.m.) Plot Area",Residential land / Plot in 3rd Phase JP Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-phase-3-jp-nagar-bangalore-south-285-sq-yard-spid-V70798196,Bangalore
,"₹ 5.64 Cr
₹ 23,500/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in 3rd Phase JP Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-phase-3-jp-nagar-bangalore-south-267-sq-yard-spid-U70382900,Bangalore
,"₹ 1.62 Cr
₹ 9,000/sq.ft.",,"1,800 sq.ft.
(167 sq.m.) Plot Area",Residential land / Plot in Vidyaranyapura,https://www.99acres.com/residential-land-plot-for-sale-in-vidyaranyapura-bangalore-north-200-sq-yard-r1-spid-U68191994,Bangalore
,"₹ 1.44 Cr
₹ 12,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Rajiv Gandhi Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-rajiv-gandhi-nagar-bangalore-north-133-sq-yard-spid-P68253270,Bangalore
Aanvi Alps 2,"₹ 78 L
₹ 6,610/sq.ft.","2 BHK
2 Baths","1,180 sq.ft.
(110 sq.m.) Carpet Area",2 BHK Flat in Carmelaram,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-carmelaram-bangalore-east-1180-sq-ft-spid-T71242728,Bangalore
Anjanapura,"₹ 1.25 Cr
₹ 10,416/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Lal Bahadur Shastri Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-anjanapura-lal-bahadur-shastri-nagar-bangalore-south-133-sq-yard-spid-S70963360,Bangalore
,"₹ 35 Cr
₹ 65,032/sq.ft.",,"5,381 sq.ft.
(500 sq.m.) Plot Area",Residential land / Plot in 9th Phase JP Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-9th-phase-jp-nagar-bangalore-south-598-sq-yard-spid-D70655838,Bangalore
ldr mraj land,"₹ 12 Cr
₹ 20,000/sq.ft.",,"6,000 sq.ft.
(557 sq.m.) Plot Area",Residential land / Plot in Sector 3 HSR Layout,https://www.99acres.com/residential-land-plot-for-sale-in-sector-3-hsr-layout-bangalore-south-667-sq-yard-spid-O70548514,Bangalore
kavitha prop,"₹ 1.05 Cr
₹ 6,000/sq.ft.",,"1,750 sq.ft.
(163 sq.m.) Plot Area",Residential land / Plot in Babusapalaya,https://www.99acres.com/residential-land-plot-for-sale-in-babusapalaya-bangalore-east-194-sq-yard-spid-Q71339596,Bangalore
,"₹ 1.62 Cr
₹ 13,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Rajiv Gandhi Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-rajiv-gandhi-nagar-bangalore-north-133-sq-yard-spid-V71233766,Bangalore
,"₹ 1.74 Cr
₹ 14,500/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Judicial Layout,https://www.99acres.com/residential-land-plot-for-sale-in-judicial-layout-bangalore-north-133-sq-yard-spid-F71231288,Bangalore
,"₹ 1.8 Cr
₹ 15,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Judicial Layout,https://www.99acres.com/residential-land-plot-for-sale-in-judicial-layout-bangalore-north-133-sq-yard-spid-X71231214,Bangalore
,"₹ 2.17 Cr
₹ 14,466/sq.ft.",,"1,500 sq.ft.
(139 sq.m.) Plot Area",Residential land / Plot in Judicial Layout,https://www.99acres.com/residential-land-plot-for-sale-in-judicial-layout-bangalore-north-167-sq-yard-spid-S71231106,Bangalore
,"₹ 2.1 Cr
₹ 10,500/sq.ft.",,"2,000 sq.ft.
(186 sq.m.) Plot Area",Residential land / Plot in Virupakshapura,https://www.99acres.com/residential-land-plot-for-sale-in-virupakshapura-bangalore-north-222-sq-yard-spid-Y71231012,Bangalore
,"₹ 1.22 Cr
₹ 10,200/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Pillanna Gardens,https://www.99acres.com/residential-land-plot-for-sale-in-pillanna-gardens-bangalore-north-133-sq-yard-r1-spid-M69781526,Bangalore
Sri Maruthi Enclave,"₹ 1.68 Cr
₹ 7,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Byrathi Village,https://www.99acres.com/residential-land-plot-for-sale-in-sri-maruthi-enclave-byrathi-village-bangalore-east-267-sq-yard-r1-spid-L69835936,Bangalore
,"₹ 2.55 Cr
₹ 11,971/sq.ft.",,"2,130 sq.ft.
(198 sq.m.) Plot Area",Residential land / Plot in Gkvk Layout,https://www.99acres.com/residential-land-plot-for-sale-in-gkvk-layout-bangalore-north-237-sq-yard-spid-H71107442,Bangalore
,"₹ 3.6 Cr
₹ 15,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Rajiv Gandhi Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-rajiv-gandhi-nagar-bangalore-north-267-sq-yard-spid-A71103632,Bangalore
