Property name,Property price,Property type,Property area,Property locality/Type (if locality not provided),Property link,Property City
,"₹ 2.38 Cr
₹ 8,500/sq.ft.",,"2,800 sq.ft.
(260 sq.m.) Plot Area",Residential land / Plot in Amacs,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-311-sq-yard-spid-X71265442,Bangalore
,"₹ 1.92 Cr
₹ 8,000/sq.ft.",,"2,400 sq.ft.
(223 sq.m.) Plot Area",Residential land / Plot in Amacs,https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-south-267-sq-yard-spid-I71264990,Bangalore
,"₹ 2.24 Cr
₹ 11,500/sq.ft.",,"1,950 sq.ft.
(181 sq.m.) Plot Area",Residential land / Plot in Kodathi,https://www.99acres.com/residential-land-plot-for-sale-in-kodathi-layout-bangalore-south-217-sq-yard-spid-B71242568,Bangalore
Commune Apartments,"₹ 49.6 L
₹ 3,231/sq.ft.","3 BHK
3 Baths","1,535 sq.ft.
(143 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1535-sq-ft-spid-J70744334,Bangalore
The Commune,"₹ 49.6 L
₹ 3,252/sq.ft.","3 BHK
3 Baths","1,525 sq.ft.
(142 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1525-sq-ft-spid-R70827838,Bangalore
Commune Apartments,"₹ 49.85 L
₹ 3,205/sq.ft.","3 BHK
3 Baths","1,555 sq.ft.
(144 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1555-sq-ft-spid-H70744680,Bangalore
Commune Apartments,"₹ 49.85 L
₹ 3,323/sq.ft.","3 BHK
3 Baths","1,500 sq.ft.
(139 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1500-sq-ft-spid-E70721392,Bangalore
Commune Apartments,"₹ 49.95 L
₹ 3,191/sq.ft.","3 BHK
3 Baths","1,565 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1565-sq-ft-spid-Z70700198,Bangalore
Commune Apartments,"₹ 49.95 L
₹ 3,330/sq.ft.","3 BHK
3 Baths","1,500 sq.ft.
(139 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1500-sq-ft-spid-J70700308,Bangalore
The Commune,"₹ 49.85 L
₹ 3,195/sq.ft.","3 BHK
3 Baths","1,560 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1560-sq-ft-spid-V70081394,Bangalore
Commune Apartments,"₹ 49.95 L
₹ 3,191/sq.ft.","3 BHK
3 Baths","1,565 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1565-sq-ft-spid-U70680646,Bangalore
Commune Apartments,"₹ 49.99 L
₹ 3,204/sq.ft.","3 BHK
3 Baths","1,560 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1560-sq-ft-spid-G70605676,Bangalore
Commune Apartments,"₹ 49.95 L
₹ 3,201/sq.ft.","3 BHK
3 Baths","1,560 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1560-sq-ft-spid-Z70680182,Bangalore
Commune Apartments,"₹ 49.85 L
₹ 3,185/sq.ft.","3 BHK
3 Baths","1,565 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-commune-apartments-chandapura-bangalore-south-1565-sq-ft-spid-E70605554,Bangalore
The Commune,"₹ 49.55 L
₹ 3,270/sq.ft.","3 BHK
3 Baths","1,515 sq.ft.
(141 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1515-sq-ft-spid-L70584290,Bangalore
The Commune,"₹ 49.65 L
₹ 3,192/sq.ft.","3 BHK
3 Baths","1,555 sq.ft.
(144 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1555-sq-ft-spid-F70585198,Bangalore
The Commune,"₹ 49.85 L
₹ 3,323/sq.ft.","3 BHK
3 Baths","1,500 sq.ft.
(139 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1500-sq-ft-spid-Y70680358,Bangalore
The Commune,"₹ 49.95 L
₹ 3,201/sq.ft.","3 BHK
3 Baths","1,560 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1560-sq-ft-spid-V70721550,Bangalore
The Commune,"₹ 49.98 L
₹ 3,193/sq.ft.","3 BHK
3 Baths","1,565 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1565-sq-ft-spid-M70723206,Bangalore
The Commune,"₹ 49.75 L
₹ 3,220/sq.ft.","3 BHK
3 Baths","1,545 sq.ft.
(144 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1545-sq-ft-spid-I70744528,Bangalore
The Commune,"₹ 49.5 L
₹ 3,245/sq.ft.","3 BHK
3 Baths","1,525 sq.ft.
(142 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1525-sq-ft-spid-J70744056,Bangalore
The Commune,"₹ 49.9 L
₹ 3,188/sq.ft.","3 BHK
3 Baths","1,565 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1565-sq-ft-spid-R70744866,Bangalore
The Commune,"₹ 49.75 L
₹ 3,189/sq.ft.","3 BHK
3 Baths","1,560 sq.ft.
(145 sq.m.) Super built-up Area",3 BHK Flat in Chandapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-commune-chandapura-bangalore-south-1560-sq-ft-spid-U70605402,Bangalore
AM&C,"₹ 1.08 Cr
₹ 8,250/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Sarjapur Road,https://www.99acres.com/residential-land-plot-for-sale-in-sarjapur-road-bangalore-east-133-sq-yard-r33-spid-W12665727,Bangalore
,"₹ 50 L
₹ 4,000/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Sarjapur,https://www.99acres.com/residential-land-plot-for-sale-in-sarjapur-bangalore-east-133-sq-yard-spid-H70472540,Bangalore
,"₹ 6.6 Cr
₹ 16,500/sq.ft.",,"4,000 sq.ft.
(372 sq.m.) Plot Area",Residential land / Plot in Govindaraja Nagar Ward,https://www.99acres.com/residential-land-plot-for-sale-in-govindaraja-nagar-ward-bangalore-west-444-sq-yard-spid-N71115674,Bangalore
,"₹ 2.23 Cr
₹ 16,500/sq.ft.",,"1,350 sq.ft.
(125 sq.m.) Plot Area",Residential land / Plot in Vijayanagar,https://www.99acres.com/residential-land-plot-for-sale-in-vijay-nagar-bangalore-west-150-sq-yard-spid-S71115532,Bangalore
DSMAX Stonescape,"₹ 51.89 L
₹ 4,951/sq.ft.","2 BHK
2 Baths","1,048 sq.ft.
(97 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-1048-sq-ft-spid-Z70757556,Bangalore
DSMAX Stonescape,"₹ 62.1 L
₹ 4,956/sq.ft.","3 BHK
2 Baths","1,253 sq.ft.
(116 sq.m.) Super built-up Area",3 BHK Flat in Anjanapura,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-1253-sq-ft-spid-M70901618,Bangalore
DSMAX Stonescape,"₹ 49.1 L
₹ 4,959/sq.ft.","2 BHK
2 Baths","990 sq.ft.
(92 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-990-sq-ft-spid-C70756472,Bangalore
DSMAX Stonescape,"₹ 55.4 L
₹ 4,959/sq.ft.","2 BHK
2 Baths","1,117 sq.ft.
(104 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-1117-sq-ft-spid-G70901252,Bangalore
Prestige Great Acres,"₹ 4.35 Cr
₹ 11,225/sq.ft.",,"3,875 sq.ft.
(360 sq.m.) Plot Area",Residential land / Plot in Sarjapur Road,https://www.99acres.com/residential-land-plot-for-sale-in-prestige-great-acres-sarjapur-road-bangalore-east-431-sq-yard-spid-C70746440,Bangalore
Prestige Great Acres,"₹ 4.75 Cr
₹ 12,258/sq.ft.",,"3,875 sq.ft.
(360 sq.m.) Plot Area",Residential land / Plot in Sarjapur Road,https://www.99acres.com/residential-land-plot-for-sale-in-prestige-great-acres-sarjapur-road-bangalore-east-431-sq-yard-spid-T70746340,Bangalore
DSMAX Stonescape,"₹ 46.68 L
₹ 4,950/sq.ft.","2 BHK
2 Baths","943 sq.ft.
(88 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-943-sq-ft-r1-spid-I69492038,Bangalore
DSMAX Stonescape,"₹ 49.01 L
₹ 4,950/sq.ft.","2 BHK
2 Baths","990 sq.ft.
(92 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-990-sq-ft-r1-spid-Y69362452,Bangalore
DSMAX Stonescape,"₹ 46.38 L
₹ 4,950/sq.ft.","2 BHK
2 Baths","937 sq.ft.
(87 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-937-sq-ft-r1-spid-H69102974,Bangalore
DSMAX Stonescape,"₹ 42.22 L
₹ 4,950/sq.ft.","2 BHK
1 Bath","853 sq.ft.
(79 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-853-sq-ft-r1-spid-D69249074,Bangalore
DSMAX Stonescape,"₹ 55.31 L
₹ 4,951/sq.ft.","2 BHK
2 Baths","1,117 sq.ft.
(104 sq.m.) Super built-up Area",2 BHK Flat in Anjanapura,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dsmax-stonescape-anjanapura-bangalore-south-1117-sq-ft-spid-M70527646,Bangalore
,"₹ 69.01 L
₹ 5,750/sq.ft.",,"1,200 sq.ft.
(111 sq.m.) Plot Area",Residential land / Plot in Kempegowda Layout,https://www.99acres.com/residential-land-plot-for-sale-in-kempegowda-layout-bangalore-west-133-sq-yard-spid-M68141374,Bangalore
"Phoenix Kessaku
4.3
★","₹ 4.5 Cr
₹ 18,000/sq.ft.","3 BHK
3 Baths","2,678 sq.ft.
(249 sq.m.) Super built-up Area",3 BHK Flat in Rajajinagar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-phoenix-kessaku-rajajinagar-bangalore-west-2678-sq-ft-spid-O70460420,Bangalore
,"₹ 1.8 Cr
₹ 4,500/sq.ft.",,"4,000 sq.ft.
(372 sq.m.) Plot Area",Residential land / Plot in Nisarga Layout,https://www.99acres.com/residential-land-plot-for-sale-in-nisarga-layout-bangalore-south-444-sq-yard-spid-W69738360,Bangalore
House of Hiranandani Devanahalli,"₹ 72 L
₹ 6,101/sq.ft.","2 BHK
2 Baths","1,180 sq.ft.
(110 sq.m.) Built-up Area",2 BHK Flat in Devanahalli,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-house-of-hiranandani-devanahalli-devanahalli-bangalore-north-1180-sq-ft-spid-J71366710,Bangalore
BBMP,"₹ 23.4 Cr
₹ 6,002/sq.ft.",,"38,986 sq.ft.
(3622 sq.m.) Plot Area",Residential land / Plot in Sarjapur Road,https://www.99acres.com/residential-land-plot-for-sale-in-sarjapur-road-bangalore-east-4332-sq-yard-spid-Y71330666,Bangalore
BDA,"₹ 12.48 Cr
₹ 26,000/sq.ft.",,"4,800 sq.ft.
(446 sq.m.) Plot Area",Residential land / Plot in 1st Block Koramangala,https://www.99acres.com/residential-land-plot-for-sale-in-block-1-koramangala-bangalore-south-533-sq-yard-spid-A71135172,Bangalore
BBMP,"₹ 39.55 Cr
₹ 20,000/sq.ft.",,"19,776 sq.ft.
(1837 sq.m.) Plot Area",Residential land / Plot in HSR Layout,https://www.99acres.com/residential-land-plot-for-sale-in-hsr-layout-bangalore-south-2197-sq-yard-spid-V70823278,Bangalore
BBMP,"₹ 127.41 Cr
₹ 4,500/sq.ft.",,"283,140 sq.ft.
(26305 sq.m.) Plot Area",Residential land / Plot in Rachenahalli,https://www.99acres.com/residential-land-plot-for-sale-in-rachenahalli-bangalore-north-31460-sq-yard-spid-M70670792,Bangalore
bbmp,"₹ 19.01 Cr
₹ 6,000/sq.ft.",,"31,688 sq.ft.
(2944 sq.m.) Plot Area",Residential land / Plot in Somasundara Palya,https://www.99acres.com/residential-land-plot-for-sale-in-somasundara-palya-bangalore-south-3521-sq-yard-spid-C70433696,Bangalore
on request,"₹ 3.1 Cr
₹ 13,500/sq.ft.",,"2,300 sq.ft.
(214 sq.m.) Plot Area","Residential land / Plot in N R layout, off old airport road, murugeshpalya",https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-east-256-sq-yard-r3-spid-A70346450,Bangalore
,"₹ 2.52 Cr
₹ 12,000/sq.ft.",,"2,100 sq.ft.
(195 sq.m.) Plot Area",Residential land / Plot in JCR Layout,https://www.99acres.com/residential-land-plot-for-sale-in-jcr-layout-bangalore-east-233-sq-yard-spid-K71353440,Bangalore
,"₹ 10.5 Cr
₹ 1,205/sq.ft.",,"87,120 sq.ft.
(8094 sq.m.) Plot Area",Residential land / Plot in Nandi Hills,https://www.99acres.com/residential-land-plot-for-sale-in-nandi-hills-bangalore-north-9680-sq-yard-spid-V71198424,Bangalore
Winnfield Gardens,"₹ 1.12 Cr
₹ 8,000/sq.ft.",,"1,400 sq.ft.
(130 sq.m.) Plot Area",Residential land / Plot in Hegde Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-winnfield-gardens-hedge-nagar-bangalore-north-156-sq-yard-spid-F68842430,Bangalore
Dwarakamai Apex Villas,"₹ 2.79 Cr
₹ 10,295/sq.ft.","4 BHK
4 Baths","1,420 sq.ft.
(132 sq.m.) Plot Area",4 Bedroom House in Whitefield,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dwarakamai-apex-villas-whitefield-bangalore-east-2710-sq-ft-spid-P70887688,Bangalore
Dwarakamai Apex Villas,"₹ 2.78 Cr
₹ 10,258/sq.ft.","4 BHK
4 Baths","1,440 sq.ft.
(134 sq.m.) Plot Area",4 Bedroom House in Whitefield,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dwarakamai-apex-villas-whitefield-bangalore-east-2710-sq-ft-spid-J70888006,Bangalore
independent house,"₹ 3.17 Cr
₹ 7,547/sq.ft.","5 BHK
4 Baths","1,350 sq.ft.
(125 sq.m.) Plot Area",5 Bedroom House in Bellandur,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-bellandur-bangalore-east-4200-sq-ft-spid-O70658320,Bangalore
independent house,"₹ 3.15 Cr
₹ 7,500/sq.ft.","5 BHK
6 Baths","1,350 sq.ft.
(125 sq.m.) Plot Area",5 Bedroom House in Harlur Road,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-harlur-road-bangalore-east-4200-sq-ft-spid-H70658200,Bangalore
apex villas,"₹ 4.32 Cr
₹ 10,552/sq.ft.","5 BHK
4 Baths","2,400 sq.ft.
(223 sq.m.) Plot Area",5 Bedroom House in Kadugodi,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-4094-sq-ft-spid-V70563782,Bangalore
apex villas,"₹ 2.78 Cr
₹ 10,258/sq.ft.","4 BHK
4 Baths","1,440 sq.ft.
(134 sq.m.) Plot Area",4 Bedroom House in Kadugodi,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-2710-sq-ft-spid-U70563530,Bangalore
Apex villa,"₹ 4.35 Cr
₹ 10,622/sq.ft.","4 BHK
4 Baths","2,400 sq.ft.
(223 sq.m.) Plot Area",4 Bedroom House in Kadugodi,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-4095-sq-ft-spid-N70563672,Bangalore
apex villas,"₹ 3.1 Cr
₹ 10,214/sq.ft.","4 BHK
4 Baths","1,600 sq.ft.
(149 sq.m.) Plot Area",4 Bedroom House in Kadugodi,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-3035-sq-ft-spid-A70564008,Bangalore
apex villas,"₹ 2.76 Cr
₹ 10,184/sq.ft.","4 BHK
4 Baths","1,420 sq.ft.
(132 sq.m.) Plot Area",4 Bedroom House in Kadugodi,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-2710-sq-ft-spid-V70563596,Bangalore
Habulus Sunshine,"₹ 42.8 L
₹ 3,396/sq.ft.","3 BHK
2 Baths","1,260 sq.ft.
(117 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1260-sq-ft-r1-spid-V70193658,Bangalore
Habulus Sunshine,"₹ 44 L
₹ 3,395/sq.ft.","3 BHK
2 Baths","1,296 sq.ft.
(120 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1296-sq-ft-r1-spid-D70193598,Bangalore
Habulus Classic,"₹ 18.7 L
₹ 3,406/sq.ft.","1 BHK
1 Bath","549 sq.ft.
(51 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-549-sq-ft-r1-spid-Q70179282,Bangalore
Habulus Classic,"₹ 48.5 L
₹ 3,368/sq.ft.","3 BHK
2 Baths","1,440 sq.ft.
(134 sq.m.) Built-up Area",3 BHK Flat in Kammasandra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-1440-sq-ft-r1-spid-Y70177402,Bangalore
Habulus Elite 2,"₹ 18.7 L
₹ 3,400/sq.ft.","1 BHK
1 Bath","550 sq.ft.
(51 sq.m.) Built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-elite-2-kammasandra-bangalore-south-550-sq-ft-r1-spid-J70193058,Bangalore
Habulus Classic,"₹ 20.1 L
₹ 3,401/sq.ft.","1 BHK
1 Bath","591 sq.ft.
(55 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-591-sq-ft-r1-spid-V70179638,Bangalore
Habulus Classic,"₹ 18.67 L
₹ 3,400/sq.ft.","1 BHK
1 Bath","549 sq.ft.
(51 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-549-sq-ft-spid-C71148424,Bangalore
Habulus Classic,"₹ 44.25 L
₹ 3,299/sq.ft.","3 BHK
3 Baths","1,341 sq.ft.
(125 sq.m.) Super built-up Area",3 BHK Flat in Kammasandra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-1341-sq-ft-r1-spid-M68892590,Bangalore
Habulus Classic,"₹ 20.09 L
₹ 3,400/sq.ft.","1 BHK
1 Bath","591 sq.ft.
(55 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-591-sq-ft-spid-S71148402,Bangalore
Habulus Classic,"₹ 45.59 L
₹ 3,400/sq.ft.","3 BHK
2 Baths","1,341 sq.ft.
(125 sq.m.) Super built-up Area",3 BHK Flat in Kammasandra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-1341-sq-ft-spid-I71148312,Bangalore
Habulus Sunshine,"₹ 27.54 L
₹ 3,400/sq.ft.","2 BHK
1 Bath","810 sq.ft.
(75 sq.m.) Super built-up Area",2 BHK Flat in Hebbagodi,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-810-sq-ft-spid-A71148448,Bangalore
Habulus Sunshine,"₹ 42.84 L
₹ 3,400/sq.ft.","3 BHK
2 Baths","1,260 sq.ft.
(117 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1260-sq-ft-spid-Y71148358,Bangalore
Habulus Classic,"₹ 20.09 L
₹ 3,400/sq.ft.","1 BHK
1 Bath","591 sq.ft.
(55 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-591-sq-ft-spid-Y71085722,Bangalore
Habulus Classic,"₹ 37.03 L
₹ 3,400/sq.ft.","2 BHK
2 Baths","1,089 sq.ft.
(101 sq.m.) Super built-up Area",2 BHK Flat in Kammasandra,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-1089-sq-ft-spid-C71085652,Bangalore
Habulus Sunshine,"₹ 46.82 L
₹ 3,400/sq.ft.","3 BHK
2 Baths","1,377 sq.ft.
(128 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1377-sq-ft-spid-C71085616,Bangalore
Habulus Classic,"₹ 18.67 L
₹ 3,400/sq.ft.","1 BHK
1 Bath","549 sq.ft.
(51 sq.m.) Super built-up Area",1 BHK Flat in Kammasandra,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-classic-kammasandra-bangalore-south-549-sq-ft-spid-M71085672,Bangalore
Habulus Sunshine,"₹ 47.43 L
₹ 3,400/sq.ft.","3 BHK
2 Baths","1,395 sq.ft.
(130 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1395-sq-ft-spid-A71085552,Bangalore
Habulus Enclave 2,"₹ 46 L
₹ 3,297/sq.ft.","3 BHK
2 Baths","1,395 sq.ft.
(130 sq.m.) Super built-up Area",3 BHK Flat in Electronic City Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-1395-sq-ft-r1-spid-O68897270,Bangalore
Habulus Enclave 2,"₹ 21 L
₹ 3,333/sq.ft.","1 BHK
1 Bath","630 sq.ft.
(59 sq.m.) Super built-up Area",1 BHK Flat in Electronic City Phase 2,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-630-sq-ft-r1-spid-D68897198,Bangalore
Habulus Enclave 2,"₹ 30.4 L
₹ 3,311/sq.ft.","2 BHK
2 Baths","918 sq.ft.
(85 sq.m.) Super built-up Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-918-sq-ft-r1-spid-P68896990,Bangalore
Habulus Enclave 2,"₹ 31.2 L
₹ 3,301/sq.ft.","2 BHK
2 Baths","945 sq.ft.
(88 sq.m.) Super built-up Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-945-sq-ft-r1-spid-V68896182,Bangalore
Habulus Enclave 2,"₹ 30.6 L
₹ 3,300/sq.ft.","2 BHK
2 Baths","927 sq.ft.
(86 sq.m.) Super built-up Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-927-sq-ft-r1-spid-X68896892,Bangalore
Habulus Enclave 2,"₹ 37.2 L
₹ 3,306/sq.ft.","2 BHK
2 Baths","1,125 sq.ft.
(105 sq.m.) Super built-up Area",2 BHK Flat in Electronic City Phase 2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-1125-sq-ft-r1-spid-W68896314,Bangalore
Habulus Enclave 2,"₹ 19.6 L
₹ 3,299/sq.ft.","1 BHK
1 Bath","594 sq.ft.
(55 sq.m.) Super built-up Area",1 BHK Flat in Electronic City Phase 2,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-habulus-enclave-2-electronic-city-phase-2-bangalore-south-594-sq-ft-r1-spid-M68897090,Bangalore
Habulus Sunshine,"₹ 46.7 L
₹ 3,391/sq.ft.","3 BHK
2 Baths","1,377 sq.ft.
(128 sq.m.) Super built-up Area",3 BHK Flat in Hebbagodi,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-habulus-sunshine-hebbagodi-bangalore-south-1377-sq-ft-spid-I70950678,Bangalore
